image_path,absolute_path,prompt,respuesta,module,section,subsection,function_detected,hierarchy_level,screen_type,buttons_visible,form_fields,navigation_elements,main_actions,user_workflow,keywords,additional_metadata,file_size,filename
pantalla principal/Catalogos/Productos/Tipo de servicio externo/tipo_servicio_externo_busqueda.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Tipo de servicio externo/tipo_servicio_externo_busqueda.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",91282,tipo_servicio_externo_busqueda.png
pantalla principal/Catalogos/Productos/Tipo/Busqueda tipos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Tipo/Busqueda tipos.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",84057,Busqueda tipos.png
pantalla principal/Catalogos/Productos/Unidades/Unidades.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Unidades/Unidades.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",72990,Unidades.png
pantalla principal/Catalogos/Productos/Administracion de Productos/Nuevo/Codigo de barras/Nuevo codigo de barras.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administracion de Productos/Nuevo/Codigo de barras/Nuevo codigo de barras.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,6,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 6, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",61458,Nuevo codigo de barras.png
pantalla principal/Catalogos/Productos/Administracion de Productos/Nuevo/Nuevo/General Nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administracion de Productos/Nuevo/Nuevo/General Nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,6,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 6, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",164432,General Nuevo.png
pantalla principal/Catalogos/Productos/Administracion de prodctuo no encontrado/Nuevo/Nuevo administrador de producto no encontrado.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administracion de prodctuo no encontrado/Nuevo/Nuevo administrador de producto no encontrado.png,Módulo: Pantalla Principal | Función: Administración,Pantalla de Administración,Pantalla Principal,,,Administración,5,,[],[],[],[],,"[""administrador""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Administraci\u00f3n"", ""hierarchy_level"": 5, ""keywords"": [""administrador""]}, ""ai_raw_response"": {}}",68508,Nuevo administrador de producto no encontrado.png
pantalla principal/Catalogos/Productos/Administrador de Datos Adicionales/Nuevo/Configuraciones/Nuevo configuraciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administrador de Datos Adicionales/Nuevo/Configuraciones/Nuevo configuraciones.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,6,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 6, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",75029,Nuevo configuraciones.png
pantalla principal/Catalogos/Productos/Administrador de Listado de Datos Adicionales/Nuevo/Configuraciones/Configuraciones.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administrador de Listado de Datos Adicionales/Nuevo/Configuraciones/Configuraciones.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",87558,Configuraciones.png
pantalla principal/Catalogos/Productos/Administrador de Listado de Datos Adicionales/Nuevo/Documentos adicionales/Documentos adicionales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Administrador de Listado de Datos Adicionales/Nuevo/Documentos adicionales/Documentos adicionales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,6,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 6, ""keywords"": []}, ""ai_raw_response"": {}}",72752,Documentos adicionales.png
pantalla principal/Catalogos/Productos/Busqueda de Productos/Caracteristicas Especiales/Busqueda Caracteristicas Especiales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Busqueda de Productos/Caracteristicas Especiales/Busqueda Caracteristicas Especiales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,5,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 5, ""keywords"": []}, ""ai_raw_response"": {}}",127488,Busqueda Caracteristicas Especiales.png
pantalla principal/Catalogos/Productos/Busqueda de Productos/Columnas Opcionales/Busqueda-Columnas opcionales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Busqueda de Productos/Columnas Opcionales/Busqueda-Columnas opcionales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,5,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 5, ""keywords"": []}, ""ai_raw_response"": {}}",67857,Busqueda-Columnas opcionales.png
pantalla principal/Catalogos/Productos/Busqueda de Productos/Datos Generales/Busqueda-Datos Generales.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Busqueda de Productos/Datos Generales/Busqueda-Datos Generales.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,5,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 5, ""keywords"": []}, ""ai_raw_response"": {}}",100305,Busqueda-Datos Generales.png
pantalla principal/Catalogos/Productos/Campos dinamicos/Nuevo/Agregar nuevo campo dinamico.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Campos dinamicos/Nuevo/Agregar nuevo campo dinamico.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",77576,Agregar nuevo campo dinamico.png
pantalla principal/Catalogos/Productos/Categoria/Nuevo/Nuevo Categoria.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Categoria/Nuevo/Nuevo Categoria.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",82170,Nuevo Categoria.png
pantalla principal/Catalogos/Productos/Conversion de unidades/Nuevo/Nuevo conversion de unidades.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Conversion de unidades/Nuevo/Nuevo conversion de unidades.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",120686,Nuevo conversion de unidades.png
pantalla principal/Catalogos/Productos/Familias/Nuevo/Nuevo Familias.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Familias/Nuevo/Nuevo Familias.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",36242,Nuevo Familias.png
pantalla principal/Catalogos/Productos/Grupo/Nuevo/Grupo Nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Grupo/Nuevo/Grupo Nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",45145,Grupo Nuevo.png
pantalla principal/Catalogos/Productos/Marca/Nuevo/Nuevo Marca.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Marca/Nuevo/Nuevo Marca.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",37201,Nuevo Marca.png
pantalla principal/Catalogos/Productos/Tipo de Datos Adicional/Nuevo/Editar tipo de datos adicional.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Tipo de Datos Adicional/Nuevo/Editar tipo de datos adicional.png,Módulo: Pantalla Principal | Función: Editar registro,Pantalla de Editar registro,Pantalla Principal,,,Editar registro,5,,[],[],[],[],,"[""editar"", ""modificar""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Editar registro"", ""hierarchy_level"": 5, ""keywords"": [""editar"", ""modificar""]}, ""ai_raw_response"": {}}",48932,Editar tipo de datos adicional.png
pantalla principal/Catalogos/Productos/Tipo de servicio externo/Nuevo/tipo_servicio_externo_nuevo.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Tipo de servicio externo/Nuevo/tipo_servicio_externo_nuevo.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",213563,tipo_servicio_externo_nuevo.png
pantalla principal/Catalogos/Productos/Tipo/Nuevo/Tipo nuevos.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Productos/Tipo/Nuevo/Tipo nuevos.png,Módulo: Pantalla Principal | Función: Crear nuevo registro,Pantalla de Crear nuevo registro,Pantalla Principal,,,Crear nuevo registro,5,,[],[],[],[],,"[""agregar"", ""nuevo"", ""crear""]","{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": ""Crear nuevo registro"", ""hierarchy_level"": 5, ""keywords"": [""agregar"", ""nuevo"", ""crear""]}, ""ai_raw_response"": {}}",208858,Tipo nuevos.png
pantalla principal/Catalogos/Usuarios/Usuarios/BnextErp.Application_U5y2US86ns.png,/root/.ipython/aaaaaaaaaaa/ERP_screenshots/pantalla principal/Catalogos/Usuarios/Usuarios/BnextErp.Application_U5y2US86ns.png,Módulo: Pantalla Principal,Pantalla de None,Pantalla Principal,,,,4,,[],[],[],[],,[],"{""ai_analysis_successful"": false, ""structural_analysis"": {""module"": ""Pantalla Principal"", ""section"": null, ""subsection"": null, ""function_detected"": null, ""hierarchy_level"": 4, ""keywords"": []}, ""ai_raw_response"": {}}",79486,BnextErp.Application_U5y2US86ns.png
